time,supercategory,category,subcategory,segment,manufacturer,product,sales,tdp,upc
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,KOSHER ,4582428660,6669.1,1161
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,KOSHER ,4370041345,6633.9,1172
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,CONTAINS SOY ,4303129432,6194.4,932
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,1G TO LESS THAN 10G PROTEIN PER SERVING ,4068841766,6140,1005
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,1G TO LESS THAN 10G PROTEIN PER SERVING ,3882250905,6136.9,1049
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,CONTAINS SOY ,4038764127,6076.7,899
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,FREE FROM ANTIBIOTICS ,4094835048,6004.4,782
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,FREE FROM HORMONES ,4094833021,6004.3,781
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,FREE FROM MSG ,4087001456,5979.5,778
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,FREE FROM CAFFEINE ,4077442424,5973,775
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,FREE FROM ANTIBIOTICS ,3843461100,5958.5,779
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,FREE FROM HORMONES ,3843461034,5958.5,778
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,CONTAINS DAIRY ,4081823402,5954.9,775
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,CONTAINS LACTOSE ,4081823402,5954.9,775
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,CONTAINS ADDED SUGAR ,4101960355,5953.7,844
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,FREE FROM MSG ,3838886271,5935.5,776
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,FREE FROM CAFFEINE ,3838811277,5935.4,774
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,CONTAINS DAIRY ,3832818010,5901.8,775
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,CONTAINS LACTOSE ,3832818010,5901.8,775
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,CONTAINS ADDED SUGAR ,3866010514,5874.2,856
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,HIGH LIKELIHOOD OF GMO INGREDIENTS ,4068945208,5871.9,766
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,HIGH LIKELIHOOD OF GMO INGREDIENTS ,3817838147,5815.2,765
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,FREE FROM NATURAL COLORS ,4005781604,5809.8,743
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,FREE FROM NATURAL COLORS ,3776395010,5797.3,740
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,FREE FROM ARTIFICIAL COLORS ,3866573122,5740.6,689
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,FREE FROM ARTIFICIAL COLORS ,3634823621,5704.9,679
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,CONTAINS COCOA ,3879402340,5555.4,737
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,FREE FROM HIGH FRUCTOSE CORN SYRUP ,3735995323,5550.7,689
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,101 TO 200 CALORIES PER SERVING ,3445235794,5513.6,783
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,CONTAINS COCOA ,3650740422,5505.6,731
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,FREE FROM HIGH FRUCTOSE CORN SYRUP ,3524232031,5491.7,687
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,101 TO 200 CALORIES PER SERVING ,3263033480,5456.5,804
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,FREE FROM ARTIFICIAL SWEETENERS ,3659198027,5244,657
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,FREE FROM ARTIFICIAL SWEETENERS ,3445800774,5155.8,654
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,1G TO LESS THAN 2.5G FIBER PER SERVING ,3247844132,4880.5,814
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,1G TO LESS THAN 2.5G FIBER PER SERVING ,3127570923,4869.6,839
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,CONTAINS SOY ,3355468236,4645.5,648
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,CONTAINS SOY ,3355468236,4645.5,648
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,CONTAINS SOY ,3125242721,4413.7,546
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,CONTAINS SOY ,3125242721,4413.7,546
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,FREE FROM GLUTEN ,2828296012,4232.9,537
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,KOSHER ,3453326084,4161.5,713
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,CONTAINS NATURAL SWEETENERS ,2607795789,4127.9,589
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,FREE FROM GLUTEN ,2686994902,4125.5,541
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,CONTAINS ARTIFICIAL INGREDIENTS ,2563264813,4102.1,566
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,CONTAINS SOY ,3299279355,4056.9,677
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,CONTAINS ARTIFICIAL INGREDIENTS ,2721258878,4053.5,573
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,CONTAINS NATURAL SWEETENERS ,2746481693,4018.2,589
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,CONTAINS SOY ,3343755930,3969.1,663
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,CONTAINS SOY ,3343755930,3969.1,663
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,LOW SODIUM   ,2513572426,3958.9,579
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,KOSHER ,3332390658,3940.7,757
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,LOW SODIUM   ,2372032324,3834.7,587
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,CONTAINS SOY ,3159836093,3784.4,716
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,1G TO LESS THAN 10G PROTEIN PER SERVING ,2871757923,3779.9,619
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,CONTAINS ADDED SUGAR ,2833010918,3750.4,526
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,CONTAINS SOY ,3216146408,3746.4,703
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,CONTAINS SOY ,3216146408,3746.4,703
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,1G TO LESS THAN 10G PROTEIN PER SERVING ,2802861271,3557.4,660
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,CONTAINS ADDED SUGAR ,2763632820,3512.2,549
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,CONTAINS NATURAL PRESERVATIVES ,2219792701,3473.4,418
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,CONTAINS NATURAL PRESERVATIVES ,2073361973,3431.3,404
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,FREE FROM ANTIBIOTICS ,2657900533,3352.3,483
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,FREE FROM CAFFEINE ,2657900533,3352.3,483
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,FREE FROM HIGH FRUCTOSE CORN SYRUP ,2657900533,3352.3,483
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,FREE FROM HORMONES ,2657900533,3352.3,483
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,FREE FROM MSG ,2657900533,3352.3,483
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,CONTAINS COCOA ,2657900519,3352.3,482
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,CONTAINS NATURAL SWEETENERS ,2657857910,3352.2,481
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,CONTAINS DAIRY ,2657795734,3352.1,482
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,CONTAINS LACTOSE ,2657795734,3352.1,482
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,HIGH LIKELIHOOD OF GMO INGREDIENTS ,2656950436,3346.3,481
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,FREE FROM ARTIFICIAL SWEETENERS ,2650828307,3337.9,473
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,FREE FROM ANTIBIOTICS ,2512767829,3335.2,443
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,FREE FROM CAFFEINE ,2512767829,3335.2,443
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,CONTAINS COCOA ,2512767829,3335.2,443
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,FREE FROM HORMONES ,2512767829,3335.2,443
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,FREE FROM MSG ,2512767829,3335.2,443
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,CONTAINS DAIRY ,2512763294,3335.2,442
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,CONTAINS LACTOSE ,2512763294,3335.2,442
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,FREE FROM HIGH FRUCTOSE CORN SYRUP ,2512742694,3335.2,442
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,CONTAINS NATURAL SWEETENERS ,2510801506,3331.7,441
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,HIGH LIKELIHOOD OF GMO INGREDIENTS ,2509355185,3324.1,441
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,FREE FROM ARTIFICIAL SWEETENERS ,2503777322,3319.4,437
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,CONTAINS ARTIFICIAL INGREDIENTS ,2639410145,3304.4,483
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,FREE FROM ARTIFICIAL PRESERVATIVES ,1909988029,3273.9,356
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,CONTAINS ARTIFICIAL INGREDIENTS ,2478551244,3266.8,436
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,FREE FROM ARTIFICIAL PRESERVATIVES ,1989725581,3265.3,361
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,FREE FROM ARTIFICIAL FLAVORS ,2331605716,3258.7,400
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,FREE FROM NATURAL PRESERVATIVES ,2582818413,3217.3,459
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,CONTAINS NATURAL FLAVORS ,2041923980,3203.1,374
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,FREE FROM NATURAL PRESERVATIVES ,2443944066,3202.7,419
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,CONTAINS NATURAL FLAVORS ,1871111817,3173.2,361
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,FREE FROM ARTIFICIAL FLAVORS ,2202898165,3165.1,408
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,CONTAINS ARTIFICIAL FLAVORS ,2347303605,2986.4,423
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,15G TO LESS THAN 25G ADDED SUGAR PER SERVING ,2247358937,2886.6,401
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,15G TO LESS THAN 25G ADDED SUGAR PER SERVING ,2107438123,2877.1,389
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,FREE FROM NATURAL COLORS ,2390305313,2848.6,418
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,CONTAINS PEANUT ,2295401339,2807.1,557
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,101 TO 200 CALORIES PER SERVING ,1939286769,2806.2,447
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,FREE FROM NATURAL COLORS ,2226098492,2801.7,380
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,CONTAINS ARTIFICIAL FLAVORS ,1636190454,2771.3,371
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,CONTAINS PEANUT ,2176709559,2765.2,515
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,FREE FROM NATURAL FLAVORS ,1967580602,2761.4,414
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,FREE FROM PEANUT ,1730073225,2747,325
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,FREE FROM NATURAL FLAVORS ,2038073087,2738.7,405
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,CONTAINS ARTIFICIAL FLAVORS ,1755395763,2720.8,381
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,FREE FROM PEANUT ,1615413213,2683.9,318
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,101 TO 200 CALORIES PER SERVING ,1897778328,2666,475
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,7.5G TO LESS THAN 10G TOTAL FAT PER SERVING ,1474978295,2623.5,341
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,FREE OF GLUTEN ,1949253787,2607.3,347
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,FREE FROM GLUTEN ,1949253787,2607.3,347
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,7.5G TO LESS THAN 10G TOTAL FAT PER SERVING ,1387107449,2596.7,332
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,1G TO LESS THAN 2.5G FIBER PER SERVING ,2252745033,2593.9,463
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,10G TO LESS THAN 15G ADDED SUGAR PER SERVING ,1544239732,2580.7,250
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,CONTAINS ARTIFICIAL FLAVORS ,1941810639,2567.1,367
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,1G TO LESS THAN 2.5G FIBER PER SERVING ,2228594789,2545,502
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,FREE OF GLUTEN ,1855994446,2509.5,353
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,FREE FROM GLUTEN ,1855994446,2509.5,353
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,FREE FROM NATURAL PRESERVATIVES ,1867208755,2506.1,360
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,FREE FROM NATURAL PRESERVATIVES ,1765524292,2504.2,371
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,10G TO LESS THAN 15G ADDED SUGAR PER SERVING ,1459292044,2462.6,256
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,CONTAINS PEANUT ,1862279439,2304.8,493
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,CONTAINS PEANUT ,1745284743,2289,487
LY,"CANDY,_GUM,_MINTS",GUM,SUGAR_FREE,MINT,MARS_INCORPORATED,SUGAR FREE ,1207596124,2150.7,250
LY,"CANDY,_GUM,_MINTS",GUM,SUGAR_FREE,MINT,MARS_INCORPORATED,100 CALORIES OR LESS ,1207433708,2150.1,229
LY,"CANDY,_GUM,_MINTS",GUM,SUGAR_FREE,MINT,MARS_INCORPORATED,1 TO 50 CALORIES PER SERVING ,1207433708,2150.1,229
LY,"CANDY,_GUM,_MINTS",GUM,SUGAR_FREE,MINT,MARS_INCORPORATED,FAT FREE ,1207433708,2150.1,229
LY,"CANDY,_GUM,_MINTS",GUM,SUGAR_FREE,MINT,MARS_INCORPORATED,0G PROTEIN PER SERVING ,1207433708,2150.1,229
LY,"CANDY,_GUM,_MINTS",GUM,SUGAR_FREE,MINT,MARS_INCORPORATED,0G TOTAL FAT PER SERVING ,1207433708,2150.1,229
LY,"CANDY,_GUM,_MINTS",GUM,SUGAR_FREE,MINT,MARS_INCORPORATED,SODIUM FREE ,1207430362,2150.1,216
LY,"CANDY,_GUM,_MINTS",GUM,SUGAR_FREE,MINT,MARS_INCORPORATED,CONTAINS ARTIFICIAL INGREDIENTS ,1172187065,2107.5,152
LY,"CANDY,_GUM,_MINTS",GUM,SUGAR_FREE,MINT,MARS_INCORPORATED,CONTAINS ARTIFICIAL FLAVORS ,1172121423,2107.2,146
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,CONTAINS NATURAL FLAVORS ,1516090556,2037.9,242
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,SINGLE_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,1G TO LESS THAN 10G PROTEIN PER SERVING ,1836800095,2011.9,286
LY,"CANDY,_GUM,_MINTS",GUM,SUGAR_FREE,MINT,MARS_INCORPORATED,CONTAINS SOY ,1141398117,2003.7,115
LY,"CANDY,_GUM,_MINTS",GUM,SUGAR_FREE,MINT,MARS_INCORPORATED,FREE FROM ANTIBIOTICS ,1141363829,2003.5,111
LY,"CANDY,_GUM,_MINTS",GUM,SUGAR_FREE,MINT,MARS_INCORPORATED,CONTAINS ARTIFICIAL SWEETENERS ,1141363720,2003.5,108
LY,"CANDY,_GUM,_MINTS",GUM,SUGAR_FREE,MINT,MARS_INCORPORATED,FREE FROM DAIRY ,1141363720,2003.5,108
LY,"CANDY,_GUM,_MINTS",GUM,SUGAR_FREE,MINT,MARS_INCORPORATED,FREE FROM HIGH FRUCTOSE CORN SYRUP ,1141363720,2003.5,108
LY,"CANDY,_GUM,_MINTS",GUM,SUGAR_FREE,MINT,MARS_INCORPORATED,FREE FROM HORMONES ,1141363720,2003.5,108
LY,"CANDY,_GUM,_MINTS",GUM,SUGAR_FREE,MINT,MARS_INCORPORATED,FREE FROM LACTOSE ,1141363720,2003.5,108
LY,"CANDY,_GUM,_MINTS",GUM,SUGAR_FREE,MINT,MARS_INCORPORATED,FREE FROM MSG ,1141363720,2003.5,108
LY,"CANDY,_GUM,_MINTS",GUM,SUGAR_FREE,MINT,MARS_INCORPORATED,FREE FROM NATURAL SWEETENERS ,1141363720,2003.5,108
LY,"CANDY,_GUM,_MINTS",GUM,SUGAR_FREE,MINT,MARS_INCORPORATED,FREE FROM PEANUT ,1141363720,2003.5,108
LY,"CANDY,_GUM,_MINTS",GUM,SUGAR_FREE,MINT,MARS_INCORPORATED,HIGH LIKELIHOOD OF GMO INGREDIENTS ,1141363656,2003.5,107
LY,"CANDY,_GUM,_MINTS",GUM,SUGAR_FREE,MINT,MARS_INCORPORATED,CONTAINS NATURAL FLAVORS ,1141262411,2003.2,98
LY,"CANDY,_GUM,_MINTS",GUM,SUGAR_FREE,MINT,MARS_INCORPORATED,CONTAINS ARTIFICIAL PRESERVATIVES ,1140358882,2003.2,107
LY,"CANDY,_GUM,_MINTS",GUM,SUGAR_FREE,MINT,MARS_INCORPORATED,FREE FROM CAFFEINE ,1139791748,2003,105
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,FREE FROM NATURAL SWEETENERS ,1340519763,1961.3,189
